"","Accession_number","ED","Species","Country","City","Host","Collection_date","lat","lon","sum_extracted_values","extracted_temp","extracted_precip","heterogeneity","Geo_location","num_occurrences","DR"
"741","OQ721572.1",0.00271003719976691,"Orthoflavivirus nilense","USA"," San Diego, California","Corvus brachyrhynchos","2023-08-02T00:00:00Z",32.7174202,-117.1627728,44,0.704224519262462,17.9892501831055,34426.25,"USA:  San Diego, California",61,368.998624847662
"742","OK573258.1",0.00237375955996166,"Orthoflavivirus nilense","USA"," MD","Homo sapiens","2022-07-30T00:00:00Z",39.5162401,-76.9382069,46503,0.704224519262462,76.0847852528941,34072.4898785425,"USA:  MD",22,421.272658304176
"743","OQ721171.1",0.00237375955996166,"Orthoflavivirus nilense","USA"," San Diego, California","Corvus brachyrhynchos","2023-08-02T00:00:00Z",32.7174202,-117.1627728,44,0.704224519262462,17.9892501831055,34426.25,"USA:  San Diego, California",61,421.272658304176
"744","OQ721748.1",0.0026509456762448,"Orthoflavivirus nilense","USA"," Rockingham, New Hampshire","Culiseta morsitans","2023-08-02T00:00:00Z",42.9966675,-71.1003143,4,0.704224519262462,6.59716796875,36454,"USA:  Rockingham, New Hampshire",21,377.223874846259
"745","OQ721532.1",0.0028785555752341,"Orthoflavivirus nilense","USA"," Larimer, Colorado","Culex tarsalis","2023-08-02T00:00:00Z",40.6810174,-105.4726907,138,0.704224519262462,-48.0673828125,18857,"USA:  Larimer, Colorado",94,347.396454181251
"746","OQ721646.1",0.00329945283085682,"Orthoflavivirus nilense","USA"," Hamilton, Ohio","","2023-08-02T00:00:00Z",39.2085354,-84.5501874,65,0.704224519262462,135.684875488281,45095.25,"USA:  Hamilton, Ohio",1,303.08055646315
"747","OQ721434.1",0.00326858498159258,"Orthoflavivirus nilense","USA"," Hillsborough, New Hampshire","","2023-08-02T00:00:00Z",42.9373379,-71.751376,6,0.704224519262462,-0.038055419921875,32513.5,"USA:  Hillsborough, New Hampshire",16,305.94278736261
"748","OQ721320.1",0.00249924888925715,"Orthoflavivirus nilense","USA"," Cook, Illinois","Culex restuans","2023-08-02T00:00:00Z",41.8197385,-87.756525,6,0.704224519262462,122.620330810547,50955,"USA:  Cook, Illinois",26,400.120213836418
"749","OQ721827.1",0.00249924888925715,"Orthoflavivirus nilense","USA"," Polk, Iowa","Culex pipiens","2023-08-02T00:00:00Z",41.6765808,-93.5921448,75,0.704224519262462,91.376708984375,44601,"USA:  Polk, Iowa",46,400.120213836418
"750","OQ721659.1",0.00317819172926428,"Orthoflavivirus nilense","USA"," Pottawattamie, Iowa","Culex restuans","2023-08-02T00:00:00Z",41.3115686,-95.5331269,0,0.704224519262462,45.2100524902343,36134,"USA:  Pottawattamie, Iowa",21,314.644327713825
"751","OQ721340.1",0.00317819172926428,"Orthoflavivirus nilense","USA"," Black Hawk, Iowa","Culex restuans","2023-08-02T00:00:00Z",42.4607526,-92.3030235,28,0.462815761566162,112.304473876953,37499.5,"USA:  Black Hawk, Iowa",14,314.644327713825
"752","MG004532.1",0.00291181778770329,"Orthoflavivirus nilense","USA"," AZ","Culex quinquefasciatus","2017-11-18T00:00:00Z",34.395342,-111.763275,33223,0.462815761566162,15.21252333849,14295.5609756097,"USA:  AZ",21,343.428082699074
"753","MG004536.1",0.00283107844479182,"Orthoflavivirus nilense","USA"," AZ","Culex quinquefasciatus","2017-11-18T00:00:00Z",34.395342,-111.763275,33223,0.462815761566162,15.21252333849,14295.5609756097,"USA:  AZ",21,353.222285959488
"754","MG004530.1",0.00245133577772892,"Orthoflavivirus nilense","USA"," AZ","Culex tarsalis","2017-11-18T00:00:00Z",34.395342,-111.763275,33223,0.462815761566162,15.21252333849,14295.5609756097,"USA:  AZ",21,407.940849672772
"755","MF175859.1",0.00245133577772892,"Orthoflavivirus nilense","USA"," Fort Bend Co. TX","Culex quinquefasciatus","2018-12-31T00:00:00Z",29.511218,-95.7807348,56370,0.462815761566162,213.783152642257,27821.9590643275,"USA:  Fort Bend Co. TX",8,407.940849672772
"756","MF175808.1",0.0026842256671292,"Orthoflavivirus nilense","USA"," Denton Co. TX","Culex quinquefasciatus","2018-12-31T00:00:00Z",33.1838787,-97.1413417,73736,0.462815761566162,125.470155253555,31051.6352459016,"USA:  Denton Co. TX",12,372.546918184233
"757","MG004538.1",0.00220133141923756,"Orthoflavivirus nilense","USA"," AZ","Culex quinquefasciatus","2017-11-18T00:00:00Z",34.395342,-111.763275,33223,0.462815761566162,15.21252333849,14295.5609756097,"USA:  AZ",21,454.270534305259
"758","MG004541.1",0.00220133141923756,"Orthoflavivirus nilense","USA"," AZ","Culex quinquefasciatus","2017-11-18T00:00:00Z",34.395342,-111.763275,33223,0.462815761566162,15.21252333849,14295.5609756097,"USA:  AZ",21,454.270534305259
"759","OQ721145.1",0.00269238397101088,"Orthoflavivirus nilense","USA"," Polk, Iowa","Culex restuans","2023-08-02T00:00:00Z",41.6765808,-93.5921448,75,0.462815761566162,91.376708984375,44601,"USA:  Polk, Iowa",46,371.418048379087
"760","OQ721705.1",0.00318143946647945,"Orthoflavivirus nilense","USA"," Polk, Iowa","Culex pipiens","2023-08-02T00:00:00Z",41.6765808,-93.5921448,75,0.462815761566162,91.376708984375,44601,"USA:  Polk, Iowa",46,314.323126539507
"761","MF175865.1",0.00313717454173542,"Orthoflavivirus nilense","USA"," Montgomery Co. TX","Culex quinquefasciatus","2018-12-31T00:00:00Z",30.301949,-95.5065944,68412,0.462815761566162,226.712872095284,28496.6139534884,"USA:  Montgomery Co. TX",10,318.758164933603
"762","OQ721391.1",0.00313717454173542,"Orthoflavivirus nilense","USA"," Bossier, Louisiana","Culex quinquefasciatus","2023-08-02T00:00:00Z",32.6676663,-93.5959786,22,0.462815761566162,219.066284179687,33864,"USA:  Bossier, Louisiana",3,318.758164933603
"763","OQ721459.1",0.00316498458605181,"Orthoflavivirus nilense","USA"," Lucas, Ohio","","2023-08-02T00:00:00Z",41.6508446,-83.621321,4,0.462815761566162,35.0709431966146,47396.6666666667,"USA:  Lucas, Ohio",6,315.957304944559
"764","MF175834.1",0.00316476874858489,"Orthoflavivirus nilense","USA"," Montgomery Co. TX","Culex quinquefasciatus","2018-12-31T00:00:00Z",30.301949,-95.5065944,68412,0.462815761566162,226.712872095284,28496.6139534884,"USA:  Montgomery Co. TX",10,315.978853256544
"765","MF175821.1",0.00316476874858489,"Orthoflavivirus nilense","USA"," Dallas Co. TX","Culex quinquefasciatus","2018-12-31T00:00:00Z",32.7620405,-96.7790069,79868,0.462815761566162,133.622813177653,31335.118852459,"USA:  Dallas Co. TX",23,315.978853256544
"766","OQ721365.1",0.0027865826642678,"Orthoflavivirus nilense","USA"," Larimer, Colorado","Culex pipiens","2023-08-02T00:00:00Z",40.6810174,-105.4726907,138,0.462815761566162,-48.0673828125,18857,"USA:  Larimer, Colorado",94,358.862492336204
"767","OQ721787.1",0.00164985817304942,"Orthoflavivirus nilense","USA"," Larimer, Colorado","Culex pipiens","2023-08-02T00:00:00Z",40.6810174,-105.4726907,138,0.462815761566162,-48.0673828125,18857,"USA:  Larimer, Colorado",94,606.11270491918
"768","OQ721552.1",0.00164985817304942,"Orthoflavivirus nilense","USA"," Larimer, Colorado","Culex tarsalis","2023-08-02T00:00:00Z",40.6810174,-105.4726907,138,0.462815761566162,-48.0673828125,18857,"USA:  Larimer, Colorado",94,606.11270491918
"769","OQ721423.1",0.00323804249191487,"Orthoflavivirus nilense","USA"," EBR, Louisiana","Culex quinquefasciatus","2023-08-02T00:00:00Z",31.00047,-92.0004,82,0.462815761566162,259.636474609375,31046,"USA:  EBR, Louisiana",7,308.828560000963
"770","MF175858.1",0.00254098657872168,"Orthoflavivirus nilense","USA"," Collin Co. TX","Culex quinquefasciatus","2018-12-31T00:00:00Z",33.1609629,-96.6060984,81794,0.462815761566162,134.461948931499,31246.2745901639,"USA:  Collin Co. TX",6,393.547926767516
"771","MF175856.1",0.00229857867629495,"Orthoflavivirus nilense","USA"," Collin Co. TX","Culex quinquefasciatus","2018-12-31T00:00:00Z",33.1609629,-96.6060984,81794,0.462815761566162,134.461948931499,31246.2745901639,"USA:  Collin Co. TX",6,435.051456064096
"772","MF175831.1",0.00224532694627144,"Orthoflavivirus nilense","USA"," Denton Co. TX","Culex quinquefasciatus","2018-12-31T00:00:00Z",33.1838787,-97.1413417,73736,0.462815761566162,125.470155253555,31051.6352459016,"USA:  Denton Co. TX",12,445.369437916642
"773","KX547556.1",0.00224532694627144,"Orthoflavivirus nilense","USA"," Oswego Co., NY","Culiseta","2016-08-02T00:00:00Z",43.4112973,-76.1279841,23,0.462815761566162,51.636474609375,33125,"USA:  Oswego Co., NY",18,445.369437916642
"774","OQ721489.1",0.00279480156939191,"Orthoflavivirus nilense","USA"," Hillsborough, New Hampshire","","2023-08-02T00:00:00Z",42.9373379,-71.751376,6,0.462815761566162,-0.038055419921875,32513.5,"USA:  Hillsborough, New Hampshire",16,357.80715559623
"775","KX547196.1",0.00279480156939191,"Orthoflavivirus nilense","USA"," Nassau Co., NY","Culex","2016-08-02T00:00:00Z",40.7352994,-73.5615778,10,0.462815761566162,66.66015625,43678,"USA:  Nassau Co., NY",38,357.80715559623
"776","OQ721684.1",0.00324840080134209,"Orthoflavivirus nilense","USA"," Story, Iowa","Culex restuans","2023-08-02T00:00:00Z",42.0161612,-93.489194,18,0.462815761566162,113.511596679688,37319,"USA:  Story, Iowa",17,307.843785651957
"777","OQ721854.1",0.00324840080134209,"Orthoflavivirus nilense","USA"," Rockingham, New Hampshire","Culiseta melanura","2023-08-02T00:00:00Z",42.9966675,-71.1003143,4,0.72268295288086,6.59716796875,36454,"USA:  Rockingham, New Hampshire",21,307.843785651957
"778","OQ721695.1",0.00325231382092225,"Orthoflavivirus nilense","USA"," Pottawattamie, Iowa","Culex restuans","2023-08-02T00:00:00Z",41.3115686,-95.5331269,0,0.501426696777344,45.2100524902343,36134,"USA:  Pottawattamie, Iowa",21,307.47340357101
"779","KX547372.1",0.00288110989651738,"Orthoflavivirus nilense","USA"," Suffolk Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",40.8832318,-72.8578027,47,0.675829410552979,62.630615234375,41925,"USA:  Suffolk Co., NY",63,347.088461015936
"780","OQ721326.1",0.00287737810167109,"Orthoflavivirus nilense","USA"," Rockingham, New Hampshire","Culex salinarius","2023-08-02T00:00:00Z",42.9966675,-71.1003143,4,0.675829410552979,6.59716796875,36454,"USA:  Rockingham, New Hampshire",21,347.538614900569
"781","OQ721722.1",0.00287737810167109,"Orthoflavivirus nilense","USA"," WBR, Louisiana","Culex quinquefasciatus","2023-08-02T00:00:00Z",31.00047,-92.0004,82,0.675829410552979,259.636474609375,31046,"USA:  WBR, Louisiana",10,347.538614900569
"782","OQ721815.1",0.00274549112855563,"Orthoflavivirus nilense","USA"," Polk, Iowa","Culex pipiens","2023-08-02T00:00:00Z",41.6765808,-93.5921448,75,0.675829410552979,91.376708984375,44601,"USA:  Polk, Iowa",46,364.233557194588
"783","OQ721158.1",0.00274549112855563,"Orthoflavivirus nilense","USA"," Larimer, Colorado","Culex pipiens","2023-08-02T00:00:00Z",40.6810174,-105.4726907,138,1.21592915058136,-48.0673828125,18857,"USA:  Larimer, Colorado",94,364.233557194588
"784","KX547274.1",0.00290073018909544,"Orthoflavivirus nilense","USA"," Madison Co., NY","Culiseta","2016-08-02T00:00:00Z",42.875882,-75.6802581,167,1.12534928321838,54.3152669270833,26913,"USA:  Madison Co., NY",4,344.740784151262
"785","KY782124.1",0.00275135542696377,"Orthoflavivirus nilense","USA"," Illinois, West Chicago suburbs","Culex","2019-02-17T00:00:00Z",41.890865,-87.628037,35,1.12534928321838,121.692596435547,48348.3333333333,"USA:  Illinois, West Chicago suburbs",20,363.457221920447
"786","OQ721846.1",0.00275135542696377,"Orthoflavivirus nilense","USA"," Larimer, Colorado","Culex pipiens","2023-08-02T00:00:00Z",40.6810174,-105.4726907,138,1.12534928321838,-48.0673828125,18857,"USA:  Larimer, Colorado",94,363.457221920447
"787","KM012188.1",0.00298464637921251,"Orthoflavivirus nilense","USA"," IL","Homo sapiens","2016-05-25T00:00:00Z",40.0796606,-89.4337288,29694,1.12534928321838,126.531822693823,33368.3650190114,"USA:  IL",1,335.048066988709
"788","OQ721341.1",0.00277618146165396,"Orthoflavivirus nilense","USA"," Story, Iowa","Culex salinarius","2023-08-02T00:00:00Z",42.0161612,-93.489194,18,1.12534928321838,113.511596679688,37319,"USA:  Story, Iowa",17,360.207001528003
"789","OQ721375.1",0.00277618146165396,"Orthoflavivirus nilense","USA"," Hillsborough, New Hampshire","Coquillettidia perturbans","2023-08-02T00:00:00Z",42.9373379,-71.751376,6,0.34807840136974,-0.038055419921875,32513.5,"USA:  Hillsborough, New Hampshire",16,360.207001528003
"790","OQ721811.1",0.00269741988120959,"Orthoflavivirus nilense","USA"," Williams, Ohio","","2023-08-02T00:00:00Z",41.5018224,-84.5923785,23,0.34807840136974,41.8204345703125,38592.5,"USA:  Williams, Ohio",3,370.724634665173
"791","OQ721850.1",0.00269741988120959,"Orthoflavivirus nilense","USA"," Polk, Iowa","Culex restuans","2023-08-02T00:00:00Z",41.6765808,-93.5921448,75,0.34807840136974,91.376708984375,44601,"USA:  Polk, Iowa",46,370.724634665173
"792","OQ721281.1",0.00360009726099816,"Orthoflavivirus nilense","USA"," WBR, Louisiana","Culex quinquefasciatus","2023-08-02T00:00:00Z",31.00047,-92.0004,82,0.34807840136974,259.636474609375,31046,"USA:  WBR, Louisiana",10,277.770273273878
"793","OQ721590.1",0.00360009726099816,"Orthoflavivirus nilense","USA"," Cook, Illinois","Culex","2023-08-02T00:00:00Z",41.8197385,-87.756525,6,0.34807840136974,122.620330810547,50955,"USA:  Cook, Illinois",26,277.770273273878
"794","OL741623.1",0.00260706925831467,"Orthoflavivirus nilense","USA"," Colorado","Culex pipiens","2022-11-15T00:00:00Z",38.7251776,-105.607716,62984,0.34807840136974,-21.8422800161641,26937.3153846154,"USA:  Colorado",5,383.572471966642
"795","MF175841.1",0.00260706925831467,"Orthoflavivirus nilense","USA"," Montgomery Co. TX","Culex quinquefasciatus","2018-12-31T00:00:00Z",30.301949,-95.5065944,68412,0.34807840136974,226.712872095284,28496.6139534884,"USA:  Montgomery Co. TX",10,383.572471966642
"796","MF175812.1",0.00297291476866191,"Orthoflavivirus nilense","USA"," Collin Co. TX","Culex quinquefasciatus","2018-12-31T00:00:00Z",33.1609629,-96.6060984,81794,0.34807840136974,134.461948931499,31246.2745901639,"USA:  Collin Co. TX",6,336.37022175718
"797","KX547551.1",0.00303015687791784,"Orthoflavivirus nilense","USA"," Onondaga Co., NY","Culiseta","2016-08-02T00:00:00Z",43.015598,-76.2257127,96,0.34807840136974,51.3417358398438,38406,"USA:  Onondaga Co., NY",36,330.015916762417
"798","OQ721204.1",0.00303015687791784,"Orthoflavivirus nilense","USA"," Black Hawk, Iowa","Culex restuans","2023-08-02T00:00:00Z",42.4607526,-92.3030235,28,0.34807840136974,112.304473876953,37499.5,"USA:  Black Hawk, Iowa",14,330.015916762417
"799","OQ721542.1",0.00234786185725495,"Orthoflavivirus nilense","USA"," Rockingham, New Hampshire","Culex salinarius","2023-08-02T00:00:00Z",42.9966675,-71.1003143,4,0.34807840136974,6.59716796875,36454,"USA:  Rockingham, New Hampshire",21,425.91943683142
"800","KX547456.1",0.00234065940649257,"Orthoflavivirus nilense","USA"," Chautauqua Co., NY","Culex","2016-08-02T00:00:00Z",42.2894671,-79.421728,17,0.34807840136974,56.9468994140625,35641,"USA:  Chautauqua Co., NY",9,427.230034932113
"801","OR605720.1",0.00234065940649257,"Orthoflavivirus nilense","USA"," Miami Florida","Culex quinquefasciatus","2023-10-25T00:00:00Z",25.7741728,-80.19362,14554,0.34807840136974,121.764381225167,25674.734375,"USA:  Miami Florida",2,427.230034932113
"802","OQ721508.1",0.002412384144641,"Orthoflavivirus nilense","USA"," Woodbury, Iowa","Culex restuans","2023-08-02T00:00:00Z",42.3775361,-96.0607187,12,0.34807840136974,72.1097106933594,45237,"USA:  Woodbury, Iowa",10,414.527678861367
"803","OQ721238.1",0.00233897620282475,"Orthoflavivirus nilense","USA"," EBR, Louisiana","Culex quinquefasciatus","2023-08-02T00:00:00Z",31.00047,-92.0004,82,0.34807840136974,259.636474609375,31046,"USA:  EBR, Louisiana",7,427.537483618821
"804","OQ721666.1",0.00226580582942289,"Orthoflavivirus nilense","USA"," Cook, Illinois","Culex","2023-08-02T00:00:00Z",41.8197385,-87.756525,6,0.34807840136974,122.620330810547,50955,"USA:  Cook, Illinois",26,441.344084746531
"805","KX547286.1",0.00226580582942289,"Orthoflavivirus nilense","USA"," Chautauqua Co., NY","Culiseta","2016-08-02T00:00:00Z",42.2894671,-79.421728,17,0.34807840136974,56.9468994140625,35641,"USA:  Chautauqua Co., NY",9,441.344084746531
"806","OQ721605.1",0.00298854561559255,"Orthoflavivirus nilense","USA"," Lorain, Ohio","","2023-08-02T00:00:00Z",41.4673238,-82.1781904,29,0.34807840136974,66.3280029296875,48736,"USA:  Lorain, Ohio",2,334.610920704226
"807","KX547269.1",0.00294451643827671,"Orthoflavivirus nilense","USA"," Oswego Co., NY","Culiseta","2016-08-02T00:00:00Z",43.4112973,-76.1279841,23,0.34807840136974,51.636474609375,33125,"USA:  Oswego Co., NY",18,339.614337689095
"808","OQ721645.1",0.00294451643827671,"Orthoflavivirus nilense","USA"," Strafford, New Hampshire","Culiseta melanura","2023-08-02T00:00:00Z",43.3312505,-71.0399927,9,0.34807840136974,2.216064453125,34620.5,"USA:  Strafford, New Hampshire",1,339.614337689095
"809","OQ721404.1",0.0029675462952409,"Orthoflavivirus nilense","USA"," Polk, Iowa","Culex pipiens","2023-08-02T00:00:00Z",41.6765808,-93.5921448,75,0.34807840136974,91.376708984375,44601,"USA:  Polk, Iowa",46,336.978736137568
"810","OQ721826.1",0.00234672731666018,"Orthoflavivirus nilense","USA"," Cook, Illinois","Culex restuans","2023-08-02T00:00:00Z",41.8197385,-87.756525,6,0.34807840136974,122.620330810547,50955,"USA:  Cook, Illinois",26,426.125350355227
"811","KC736497.1",0.00223304975628482,"Orthoflavivirus nilense","USA"," Texas","Culex quinquefasciatus","2013-06-19T00:00:00Z",31.2638905,-98.5456116,59607,0.34807840136974,104.833542606545,23983.4957983193,"USA:  Texas",44,447.818055636935
"812","MG004535.1",0.00223304975628482,"Orthoflavivirus nilense","USA"," AZ","Culex tarsalis","2017-11-18T00:00:00Z",34.395342,-111.763275,33223,0.272923469543457,15.21252333849,14295.5609756097,"USA:  AZ",21,447.818055636935
"813","OQ721786.1",0.00227524335089102,"Orthoflavivirus nilense","USA"," Larimer, Colorado","Culex tarsalis","2023-08-02T00:00:00Z",40.6810174,-105.4726907,138,0.538605213165283,-48.0673828125,18857,"USA:  Larimer, Colorado",94,439.513425941179
"814","MG004531.1",0.00149087964305601,"Orthoflavivirus nilense","USA"," AZ","Culex tarsalis","2017-11-18T00:00:00Z",34.395342,-111.763275,33223,0.538605213165283,15.21252333849,14295.5609756097,"USA:  AZ",21,670.744955609023
"815","MG004528.1",0.00149087964305601,"Orthoflavivirus nilense","USA"," AZ","Culex tarsalis","2017-11-18T00:00:00Z",34.395342,-111.763275,33223,0.538605213165283,15.21252333849,14295.5609756097,"USA:  AZ",21,670.744955609023
"816","OQ721686.1",0.00183099392526996,"Orthoflavivirus nilense","USA"," Larimer, Colorado","Culex tarsalis","2023-08-02T00:00:00Z",40.6810174,-105.4726907,138,0.538605213165283,-48.0673828125,18857,"USA:  Larimer, Colorado",94,546.151456975784
"817","KC736493.1",0.00214779008095863,"Orthoflavivirus nilense","USA"," Texas","Culex quinquefasciatus","2013-06-19T00:00:00Z",31.2638905,-98.5456116,59607,0.549182891845703,104.833542606545,23983.4957983193,"USA:  Texas",44,465.594849732086
"818","KC736495.1",0.00214779008095863,"Orthoflavivirus nilense","USA"," Texas","Culex quinquefasciatus","2013-06-19T00:00:00Z",31.2638905,-98.5456116,59607,1.36732482910157,104.833542606545,23983.4957983193,"USA:  Texas",44,465.594849732086
"819","OQ721549.1",0.00227089158654733,"Orthoflavivirus nilense","USA"," Larimer, Colorado","Culex tarsalis","2023-08-02T00:00:00Z",40.6810174,-105.4726907,138,1.09266662597656,-48.0673828125,18857,"USA:  Larimer, Colorado",94,440.355676124725
