Accession,Organism_Name,Release_Date,Species,Length,Geo_Location,Host,Collection_Date
OU953895.1,West Nile virus,2021-11-05,Orthoflavivirus nilense,10886,Spain,Homo sapiens,
OU953896.1,West Nile virus,2021-11-05,Orthoflavivirus nilense,10885,Spain,Homo sapiens,
OU953897.1,West Nile virus,2021-11-05,Orthoflavivirus nilense,10884,Spain,Homo sapiens,
OU953898.1,West Nile virus,2021-11-05,Orthoflavivirus nilense,10888,Spain,Homo sapiens,
HG994351.1,West Nile virus,2021-03-17,Orthoflavivirus nilense,10888,Spain,Homo sapiens,
HG994352.1,West Nile virus,2021-03-17,Orthoflavivirus nilense,10884,Spain,Homo sapiens,
HG994353.1,West Nile virus,2021-03-17,Orthoflavivirus nilense,10886,Spain,Homo sapiens,
HG994354.1,West Nile virus,2021-03-17,Orthoflavivirus nilense,10885,Spain,Homo sapiens,
KC407667.1,West Nile virus,2013-04-01,Orthoflavivirus nilense,11029,Spain,Mus musculus,2007
JF707789.1,West Nile virus,2011-10-24,Orthoflavivirus nilense,10900,Spain,Culex perexiguus,2008
JF719069.1,West Nile virus,2011-08-02,Orthoflavivirus nilense,10990,Spain,Equus caballus,2010-08
FJ766331.1,West Nile virus,2009-09-07,Orthoflavivirus nilense,10960,Spain,Aquila chrysaetos,2007-10
FJ766332.1,West Nile virus,2009-09-07,Orthoflavivirus nilense,10961,Spain,Aquila chrysaetos,2007-10
OM037670.1,West Nile virus,2022-04-06,Orthoflavivirus nilense,10972,"Spain: Lerida, Catalonia",Accipiter gentilis,2017-09
OM037671.1,West Nile virus,2022-04-06,Orthoflavivirus nilense,10957,"Spain: Lerida, Catalonia",Accipiter gentilis,2020-09
MW915462.1,West Nile virus,2021-12-05,Orthoflavivirus nilense,10919,"Spain: Manilva, Malaga",Accipiter gentilis,2017-09
OM037672.1,West Nile virus,2022-04-06,Orthoflavivirus nilense,10975,"Spain: Tarragona, Catalonia",Accipiter gentilis,2020-09
OM037673.1,West Nile virus,2022-04-06,Orthoflavivirus nilense,10973,"Spain: Tarragona, Catalonia",Accipiter gentilis,2020-09
OR091151.1,West Nile virus,2023-07-17,Orthoflavivirus nilense,10790,Switzerland,Culex pipiens,2022-08
OR091152.1,West Nile virus 2,2023-07-17,Orthoflavivirus nilense,10960,Switzerland: Ticino,Culex pipiens,2022-08
OR091153.1,West Nile virus 2,2023-07-17,Orthoflavivirus nilense,10790,Switzerland: Ticino,Culex pipiens,2022-09
OR091154.1,West Nile virus 2,2023-07-17,Orthoflavivirus nilense,10858,Switzerland: Ticino,Culex pipiens,2022-09
OR091155.1,West Nile virus 2,2023-07-17,Orthoflavivirus nilense,10960,Switzerland: Ticino,Culex pipiens,2022-09
OR091156.1,West Nile virus 2,2023-07-17,Orthoflavivirus nilense,10960,Switzerland: Ticino,Culex pipiens,2022-08
OR091157.1,West Nile virus 2,2023-07-17,Orthoflavivirus nilense,10960,Switzerland: Ticino,Culex pipiens,2022-10
OR091158.1,West Nile virus 2,2023-07-17,Orthoflavivirus nilense,10960,Switzerland: Ticino,Culex pipiens,2022-09
JX070655.1,West Nile virus,2012-08-01,Orthoflavivirus nilense,10845,Tajikistan,,
OP617270.1,West Nile virus,2023-05-02,Orthoflavivirus nilense,10978,Turkey,Homo sapiens,2018
KJ958922.1,West Nile virus,2015-02-17,Orthoflavivirus nilense,11026,Turkey,Equus caballus,2011
NC_009942.1,West Nile virus,2007-10-19,Orthoflavivirus nilense,11029,USA,,
OM202924.1,West Nile virus,2022-10-08,Orthoflavivirus nilense,7175,USA,Homo sapiens,2018
OM202925.1,West Nile virus,2022-10-08,Orthoflavivirus nilense,3761,USA,Homo sapiens,2018
OM202904.1,West Nile virus,2022-03-22,Orthoflavivirus nilense,10977,USA,Homo sapiens,2015
OM202905.1,West Nile virus,2022-03-22,Orthoflavivirus nilense,10937,USA,Homo sapiens,2016
OM202906.1,West Nile virus,2022-03-22,Orthoflavivirus nilense,10976,USA,Homo sapiens,2018
OM202907.1,West Nile virus,2022-03-22,Orthoflavivirus nilense,10929,USA,Homo sapiens,2014
OM202908.1,West Nile virus,2022-03-22,Orthoflavivirus nilense,11025,USA,Homo sapiens,2018
OM202909.1,West Nile virus,2022-03-22,Orthoflavivirus nilense,10979,USA,Homo sapiens,2017
OM202910.1,West Nile virus,2022-03-22,Orthoflavivirus nilense,10956,USA,Homo sapiens,2017
OM202911.1,West Nile virus,2022-03-22,Orthoflavivirus nilense,10971,USA,Homo sapiens,2015
OM202912.1,West Nile virus,2022-03-22,Orthoflavivirus nilense,11028,USA,Homo sapiens,2014
OM202913.1,West Nile virus,2022-03-22,Orthoflavivirus nilense,10737,USA,Homo sapiens,2014
OM202914.1,West Nile virus,2022-03-22,Orthoflavivirus nilense,11002,USA,Homo sapiens,2014
OM202915.1,West Nile virus,2022-03-22,Orthoflavivirus nilense,10840,USA,Homo sapiens,2018
OM202916.1,West Nile virus,2022-03-22,Orthoflavivirus nilense,10987,USA,Homo sapiens,2018
OM202917.1,West Nile virus,2022-03-22,Orthoflavivirus nilense,10756,USA,Homo sapiens,2016
OM202918.1,West Nile virus,2022-03-22,Orthoflavivirus nilense,11026,USA,Homo sapiens,2014
OM202919.1,West Nile virus,2022-03-22,Orthoflavivirus nilense,10938,USA,Homo sapiens,2016
OM202920.1,West Nile virus,2022-03-22,Orthoflavivirus nilense,10956,USA,Homo sapiens,2018
OM202921.1,West Nile virus,2022-03-22,Orthoflavivirus nilense,10973,USA,Homo sapiens,2014
OM202922.1,West Nile virus,2022-03-22,Orthoflavivirus nilense,11028,USA,Homo sapiens,2018
OM202923.1,West Nile virus,2022-03-22,Orthoflavivirus nilense,10971,USA,Homo sapiens,2018
OM202926.1,West Nile virus,2022-03-22,Orthoflavivirus nilense,10773,USA,Homo sapiens,2015
OM202927.1,West Nile virus,2022-03-22,Orthoflavivirus nilense,10709,USA,Homo sapiens,2014
OM202928.1,West Nile virus,2022-03-22,Orthoflavivirus nilense,10707,USA,Homo sapiens,2018
OM202929.1,West Nile virus,2022-03-22,Orthoflavivirus nilense,10952,USA,Homo sapiens,2018
OM202930.1,West Nile virus,2022-03-22,Orthoflavivirus nilense,11028,USA,Homo sapiens,2017
OM202931.1,West Nile virus,2022-03-22,Orthoflavivirus nilense,10718,USA,Homo sapiens,2018
OM202932.1,West Nile virus,2022-03-22,Orthoflavivirus nilense,10908,USA,Homo sapiens,2018
OM202933.1,West Nile virus,2022-03-22,Orthoflavivirus nilense,10901,USA,Homo sapiens,2014
OM202936.1,West Nile virus,2022-03-22,Orthoflavivirus nilense,10901,USA,Homo sapiens,2014
MZ595324.1,West Nile virus,2022-02-01,Orthoflavivirus nilense,11029,USA,,
MZ595325.1,West Nile virus,2022-02-01,Orthoflavivirus nilense,11029,USA,,
MZ595326.1,West Nile virus,2022-02-01,Orthoflavivirus nilense,11029,USA,,
MZ595327.1,West Nile virus,2022-02-01,Orthoflavivirus nilense,11029,USA,,
MZ595328.1,West Nile virus,2022-02-01,Orthoflavivirus nilense,11029,USA,,
MZ595329.1,West Nile virus,2022-02-01,Orthoflavivirus nilense,11029,USA,,
MZ595330.1,West Nile virus,2022-02-01,Orthoflavivirus nilense,11029,USA,,
MZ595331.1,West Nile virus,2022-02-01,Orthoflavivirus nilense,11029,USA,,
MZ595332.1,West Nile virus,2022-02-01,Orthoflavivirus nilense,11029,USA,,
MZ595333.1,West Nile virus,2022-02-01,Orthoflavivirus nilense,11029,USA,,
MZ595334.1,West Nile virus,2022-02-01,Orthoflavivirus nilense,11029,USA,,
MZ595335.1,West Nile virus,2022-02-01,Orthoflavivirus nilense,11029,USA,,
MZ595336.1,West Nile virus,2022-02-01,Orthoflavivirus nilense,11029,USA,,
MZ595337.1,West Nile virus,2022-02-01,Orthoflavivirus nilense,11029,USA,,
MZ595338.1,West Nile virus,2022-02-01,Orthoflavivirus nilense,11029,USA,,
MZ595339.1,West Nile virus,2022-02-01,Orthoflavivirus nilense,11029,USA,,
MZ605381.2,West Nile virus,2021-07-27,Orthoflavivirus nilense,11025,USA,Phoenicopterus roseus,1999
MT967988.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2013
MT967989.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2013
MT967990.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2015
MT967991.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2015
MT967992.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2014
MT967993.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2017
MT967994.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2015
MT967995.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2018
MT967996.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2017
MT967997.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2014
MT967998.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2014
MT967999.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2017
MT968000.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2015
MT968001.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2013
MT968002.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2018
MT968003.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2013
MT968004.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2014
MT968005.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2016
MT968006.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2017
MT968007.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2018
MT968008.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2017
MT968009.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2018
MT968010.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2018
MT968011.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2018
MT968012.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2016
MT968013.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2015
MT968014.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2018
MT968015.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2018
MT968016.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2018
MT968017.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2016
MT968018.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2013
MT968019.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2018
MT968020.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2013
MT968021.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2013
MT968022.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2018
MT968023.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2016
MT968024.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2017
MT968025.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2017
MT968026.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2018
MT968027.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2016
MT968028.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2018
MT968029.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2018
MT968030.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2018
MT968031.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2016
MT968032.1,West Nile virus,2020-11-17,Orthoflavivirus nilense,10302,USA,Culicidae,2017
KY216149.1,West Nile virus,2017-04-30,Orthoflavivirus nilense,11016,USA,Culex pipiens,2012-06-20
KY216150.1,West Nile virus,2017-04-30,Orthoflavivirus nilense,11016,USA,Culex pipiens,2012-07-11
KY216151.1,West Nile virus,2017-04-30,Orthoflavivirus nilense,11001,USA,Culex pipiens,2012-07-17
KY216152.1,West Nile virus,2017-04-30,Orthoflavivirus nilense,11001,USA,Culex pipiens,2012-07-17
KY216153.1,West Nile virus,2017-04-30,Orthoflavivirus nilense,11015,USA,Culex pipiens,2012-07-25
KY216154.1,West Nile virus,2017-04-30,Orthoflavivirus nilense,10025,USA,Culex pipiens,2012-07-25
KY216155.1,West Nile virus,2017-04-30,Orthoflavivirus nilense,11007,USA,Culex pipiens,2012-07-31
KY229067.1,West Nile virus,2017-04-30,Orthoflavivirus nilense,8916,USA,Culex pipiens,2012-07-31
KY229068.1,West Nile virus,2017-04-30,Orthoflavivirus nilense,11015,USA,Culex pipiens,2012-08-01
KY229069.1,West Nile virus,2017-04-30,Orthoflavivirus nilense,11013,USA,Culex pipiens,2012-08-07
KY229070.1,West Nile virus,2017-04-30,Orthoflavivirus nilense,11014,USA,Culex pipiens,2012-08-09
KY229071.1,West Nile virus,2017-04-30,Orthoflavivirus nilense,11015,USA,Culex pipiens,2012-08-07
KY229072.1,West Nile virus,2017-04-30,Orthoflavivirus nilense,11012,USA,Culex pipiens,2012-08-14
KY229073.1,West Nile virus,2017-04-30,Orthoflavivirus nilense,11014,USA,Culex pipiens,2012-08-21
KY229074.1,West Nile virus,2017-04-30,Orthoflavivirus nilense,11013,USA,Culex pipiens,2012-08-21
KT020853.1,West Nile virus,2015-11-09,Orthoflavivirus nilense,10299,USA,Homo sapiens,2014-10-14
KM083619.1,West Nile virus,2014-09-18,Orthoflavivirus nilense,11029,USA,Phoenicopterus roseus,1999
KJ501096.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,11028,USA,Culex tarsalis,2011
KJ501097.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10880,USA,Culex tarsalis,2008
KJ501098.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,11025,USA,Culex pipiens,2011
KJ501099.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,11028,USA,Culex tarsalis,2009
KJ501100.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,11028,USA,Culex tarsalis,2009
KJ501101.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,11002,USA,Culex pipiens,2009
KJ501102.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10960,USA,Culex tarsalis,2009
KJ501103.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,11030,USA,Culex tarsalis,2003
KJ501104.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10987,USA,Culex tarsalis,2003
KJ501105.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10891,USA,Culex tarsalis,2003
KJ501106.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10994,USA,Culex tarsalis,2008
KJ501107.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,11033,USA,Culex tarsalis,2003
KJ501108.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10946,USA,Culex tarsalis,2007
KJ501109.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,11031,USA,Culex tarsalis,2008
KJ501110.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,11033,USA,Culex tarsalis,2009
KJ501111.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10966,USA,Culex tarsalis,2009
KJ501112.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10467,USA,Culex tarsalis,2007
KJ501113.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10912,USA,Culex tarsalis,2008
KJ501114.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,11033,USA,Culex tarsalis,2007
KJ501115.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10988,USA,Culex tarsalis,2005
KJ501116.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,11005,USA,Culex quinquefasciatus,2008
KJ501117.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10954,USA,Culex tarsalis,2010
KJ501118.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,11005,USA,Culex tarsalis,2011
KJ501119.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,11027,USA,Culex tarsalis,2005
KJ501120.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10951,USA,Culex tarsalis,2010
KJ501121.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,11031,USA,Culex tarsalis,2011
KJ501122.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,11033,USA,Culex tarsalis,2011
KJ501123.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,11028,USA,Culex tarsalis,2004
KJ501124.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,11007,USA,Culex tarsalis,2010
KJ501125.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,11026,USA,Culex tarsalis,2004
KJ501126.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10989,USA,Culicidae,2007
KJ501127.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,11014,USA,Culicidae,2008
KJ501128.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10807,USA,Culex quinquefasciatus,2004
KJ501129.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10898,USA,Culex quinquefasciatus,2004
KJ501130.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,11007,USA,Culex quinquefasciatus,2008
KJ501131.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,11028,USA,Culex quinquefasciatus,2004
KJ501132.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10989,USA,Culex quinquefasciatus,2007
KJ501133.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,11033,USA,Culex quinquefasciatus,2008
KJ501134.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,11031,USA,Culex quinquefasciatus,2010
KJ501135.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,11029,USA,Culex quinquefasciatus,2010
KJ501136.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10990,USA,Culex quinquefasciatus,2010
KJ501137.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10984,USA,Culex quinquefasciatus,2011
KJ501138.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,11028,USA,Culex quinquefasciatus,2011
KJ501139.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10894,USA,Culex quinquefasciatus,2011
KJ501140.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,11028,USA,Culex quinquefasciatus,2011
KJ501141.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10951,USA,Culex quinquefasciatus,2011
KJ501142.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,11005,USA,Culex stigmatosoma,2011
KJ501143.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,11031,USA,Culex quinquefasciatus,2011
KJ501144.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10894,USA,Culex quinquefasciatus,2011
KJ501145.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10901,USA,Culex quinquefasciatus,2011
KJ501146.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10944,USA,Culex quinquefasciatus,2011
KJ501147.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10865,USA,Culex quinquefasciatus,2008
KJ501148.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,11019,USA,Culex stigmatosoma,2011
KJ501149.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,11026,USA,Culex quinquefasciatus,2011
KJ501150.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,11033,USA,Culex quinquefasciatus,2011
KJ501151.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10203,USA,Culex stigmatosoma,2004
KJ501152.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10215,USA,Culex quinquefasciatus,2004
KJ501153.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10174,USA,Culex tarsalis,2011
KJ501154.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10437,USA,Culex tarsalis,2011
KJ501155.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10752,USA,Culex quinquefasciatus,2008
KJ501156.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10782,USA,Culex quinquefasciatus,2004
KJ501157.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10366,USA,Culex tarsalis,2011
KJ501158.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10238,USA,Culex tarsalis,2011
KJ501159.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10304,USA,Culex quinquefasciatus,2011
KJ501160.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10314,USA,Culex quinquefasciatus,2011
KJ501161.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10405,USA,Culex quinquefasciatus,2011
KJ501162.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10592,USA,Culex tarsalis,2007
KJ501163.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10293,USA,Culex tarsalis,2007
KJ501164.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10413,USA,Culex tarsalis,2008
KJ501165.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10899,USA,Culex quinquefasciatus,2008
KJ501166.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10608,USA,Culex tarsalis,2007
KJ501167.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10725,USA,Culex quinquefasciatus,2007
KJ501168.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,11002,USA,Culex quinquefasciatus,2007
KJ501169.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10350,USA,Culex quinquefasciatus,2006
KJ501170.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10457,USA,Culex tarsalis,2011
KJ501171.1,West Nile virus,2014-06-30,Orthoflavivirus nilense,10226,USA,Culex pipiens,2005
